Bandit,Reward,Algorithm
3.0,4.657783420103971,ThompsonSampling
3.0,1.1640773872600687,ThompsonSampling
3.0,3.1168668592616107,ThompsonSampling
3.0,2.473244715795073,ThompsonSampling
3.0,5.1946468454059325,ThompsonSampling
3.0,4.095100759894917,ThompsonSampling
3.0,1.7007041318872016,ThompsonSampling
3.0,3.8438884158876063,ThompsonSampling
3.0,4.866271139743289,ThompsonSampling
3.0,5.01355477635278,ThompsonSampling
3.0,4.792013705989492,ThompsonSampling
3.0,4.850997901793139,ThompsonSampling
3.0,5.515400134979901,ThompsonSampling
3.0,5.145477511330676,ThompsonSampling
3.0,5.0862314763580345,ThompsonSampling
3.0,4.42146417661042,ThompsonSampling
3.0,4.680300144975944,ThompsonSampling
3.0,3.2912037692085323,ThompsonSampling
3.0,4.160884721060732,ThompsonSampling
3.0,4.840527101937801,ThompsonSampling
3.0,4.6232761097690185,ThompsonSampling
3.0,2.5373131325416454,ThompsonSampling
3.0,5.2113305484442956,ThompsonSampling
3.0,4.365407893399483,ThompsonSampling
3.0,5.031414821130648,ThompsonSampling
3.0,4.050626004444855,ThompsonSampling
3.0,2.554138532006995,ThompsonSampling
3.0,5.789997284819284,ThompsonSampling
3.0,4.080921157347992,ThompsonSampling
3.0,2.318114598566,ThompsonSampling
3.0,5.698619917847127,ThompsonSampling
3.0,5.302781575144371,ThompsonSampling
3.0,3.0205762983981557,ThompsonSampling
3.0,2.196544330679674,ThompsonSampling
3.0,3.0750297742732053,ThompsonSampling
3.0,3.836847489541209,ThompsonSampling
3.0,3.1972969166676872,ThompsonSampling
3.0,3.7826165093035593,ThompsonSampling
3.0,1.7490682584897526,ThompsonSampling
3.0,4.97317959603264,ThompsonSampling
3.0,5.411046682682346,ThompsonSampling
3.0,4.604574329148542,ThompsonSampling
3.0,3.669967174283012,ThompsonSampling
3.0,3.848821586902296,ThompsonSampling
3.0,2.7976224148003057,ThompsonSampling
3.0,4.73640770354382,ThompsonSampling
3.0,6.348408575082349,ThompsonSampling
3.0,3.6997349443934975,ThompsonSampling
3.0,3.576852937672628,ThompsonSampling
3.0,3.038947353561066,ThompsonSampling
3.0,5.945911319519701,ThompsonSampling
3.0,4.910609639973982,ThompsonSampling
3.0,5.669433421731988,ThompsonSampling
3.0,3.31678574492559,ThompsonSampling
3.0,4.669671400594378,ThompsonSampling
3.0,4.164585224894443,ThompsonSampling
3.0,4.252703916135836,ThompsonSampling
3.0,4.455416826234904,ThompsonSampling
3.0,3.2268294819548733,ThompsonSampling
3.0,4.086548346515459,ThompsonSampling
3.0,3.8347310935266363,ThompsonSampling
3.0,3.966339916417194,ThompsonSampling
3.0,6.045822102881821,ThompsonSampling
3.0,5.399266788817001,ThompsonSampling
3.0,4.170946761197367,ThompsonSampling
3.0,3.8829829536236415,ThompsonSampling
3.0,4.553144397332918,ThompsonSampling
3.0,3.7221319507878516,ThompsonSampling
3.0,5.838221488943665,ThompsonSampling
3.0,2.90089298935753,ThompsonSampling
3.0,2.5246604966820057,ThompsonSampling
3.0,4.2173835823042225,ThompsonSampling
3.0,4.863376159089796,ThompsonSampling
3.0,3.6226543965751103,ThompsonSampling
3.0,4.271207667097481,ThompsonSampling
3.0,3.422739159356507,ThompsonSampling
3.0,3.263585671928735,ThompsonSampling
3.0,3.822113569533285,ThompsonSampling
3.0,3.67475895939091,ThompsonSampling
3.0,4.539102765657551,ThompsonSampling
3.0,3.161757791626311,ThompsonSampling
3.0,3.7293672429173896,ThompsonSampling
3.0,3.3234376705887656,ThompsonSampling
3.0,1.6257812194667238,ThompsonSampling
3.0,3.9258640231784443,ThompsonSampling
3.0,3.918911077164001,ThompsonSampling
3.0,3.547060165048504,ThompsonSampling
3.0,4.229899997959844,ThompsonSampling
3.0,4.731974554872365,ThompsonSampling
3.0,3.961849798043445,ThompsonSampling
3.0,6.5630702726400525,ThompsonSampling
3.0,4.017508885158689,ThompsonSampling
